Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,clust
1,Q3,No,0,20,Yes,3.94,No,Yes,DSL,18,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65,2
1,Q3,Yes,5,43,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3173.35,0.0,0,2068.3,5241.65,0
1,Q3,Yes,7,72,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,0.0,0,1343.52,9472.82,1
1,Q3,No,0,20,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,2
1,Q3,No,0,59,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83,1
1,Q3,Yes,2,72,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0,839.52,8881.17,1
1,Q3,No,0,27,Yes,20.02,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,2681.15,0.0,0,540.54,3221.69,0
1,Q3,No,0,14,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0.0,0,23.66,1135.96,2
1,Q3,Yes,3,71,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,1
1,Q3,No,0,13,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,0.0,150,415.09,1599.04,2
1,Q3,No,0,44,Yes,1.7,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,2958.95,0.0,0,74.8,3033.75,0
1,Q3,No,0,33,Yes,42.29,No,Yes,Fiber Optic,13,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,0.0,0,1395.57,4080.42,0
1,Q3,Yes,5,72,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0.0,0,0.0,4179.2,0
1,Q3,Yes,10,64,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0.0,0,2591.36,9245.460000000001,1
1,Q3,Yes,1,57,No,0.0,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0.0,0,0.0,3437.45,0
1,Q3,Yes,11,72,No,0.0,No,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,3139.8,0.0,0,0.0,3139.8,0
1,Q3,Yes,8,65,Yes,41.57,Yes,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0,2702.05,8026.55,1
1,Q3,No,0,24,No,0.0,No,Yes,DSL,46,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,0.0,0,0.0,1288.75,2
1,Q3,Yes,6,47,Yes,29.15,Yes,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,0.0,130,1370.05,5607.3,0
1,Q3,No,0,54,Yes,17.76,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,0.0,0,959.0400000000001,6719.69,1
1,Q3,No,0,50,Yes,40.83,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,0.0,0,2041.5,6789.0,1
1,Q3,No,0,10,No,0.0,No,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0.0,0,0.0,299.05,2
1,Q3,Yes,5,18,Yes,16.78,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,1305.95,0.0,0,302.04,1607.99,2
1,Q3,Yes,10,41,Yes,25.16,No,Yes,DSL,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.7,3187.65,0.0,0,1031.56,4219.21,0
1,Q3,No,0,41,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,0.0,140,1539.55,4211.35,0
1,Q3,No,0,42,Yes,6.42,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4298.45,0.0,0,269.64,4568.09,0
1,Q3,Yes,2,51,Yes,21.07,No,Yes,Fiber Optic,46,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0.0,0,1074.57,5694.12,0
1,Q3,Yes,3,61,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0.0,0,1220.6100000000001,8228.76,1
1,Q3,No,0,50,Yes,19.8,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0.0,10,990.0,6791.1,1
1,Q3,Yes,1,45,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0,1509.3,6541.55,1
1,Q3,Yes,1,61,Yes,47.19,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.5899999999997,8405.34,1
1,Q3,Yes,1,57,Yes,49.29,No,Yes,Cable,22,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3450.15,0.0,0,2809.5299999999997,6259.68,0
1,Q3,No,0,14,No,0.0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,0,0.0,771.95,2
1,Q3,No,0,6,Yes,6.98,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78,2
1,Q3,No,0,10,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,2
1,Q3,No,0,22,Yes,19.72,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,76.0,1783.6,0.0,0,433.84,2217.44,2
1,Q3,No,0,20,Yes,4.15,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0.0,0,83.0,1010.15,2
1,Q3,Yes,2,23,Yes,16.63,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,1940.8,0.0,90,382.48999999999995,2413.29,2
1,Q3,Yes,5,40,Yes,13.86,Yes,Yes,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0.0,0,554.4,3570.15,0
1,Q3,No,0,48,Yes,2.53,Yes,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,78.75,3682.45,0.0,40,121.44,3843.89,0
1,Q3,No,0,43,Yes,24.85,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,0
1,Q3,No,0,1,Yes,27.46,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.25999999999999,2
1,Q3,Yes,9,9,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,2
1,Q3,Yes,5,60,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0,325.79999999999995,6137.8,1
1,Q3,No,0,51,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35,4473.0,0.0,0,77.01,4550.01,0
1,Q3,Yes,6,16,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23,2
1,Q3,Yes,5,70,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0.0,0,3166.8,10025.7,1
1,Q3,No,0,10,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0,0.0,449.3,2
1,Q3,No,0,10,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6,2
1,Q3,No,0,18,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,1395.05,0.0,0,273.24,1668.29,2
1,Q3,Yes,4,68,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,1
1,Q3,Yes,5,72,No,0.0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,4784.45,0.0,0,0.0,4784.45,0
1,Q3,Yes,5,72,Yes,30.75,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8468.2,0.0,0,2214.0,10682.2,1
1,Q3,Yes,8,16,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0.0,0,743.2,2625.75,2
1,Q3,Yes,7,54,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,1
1,Q3,No,0,18,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,1930.8000000000002,2
1,Q3,Yes,8,72,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0.0,0,1962.0,9573.55,1
1,Q3,Yes,10,60,No,0.0,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,0,0.0,3582.4,0
1,Q3,Yes,4,30,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,0.0,0,478.2,2847.5,0
1,Q3,Yes,8,24,Yes,44.06,No,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0.0,0,1057.44,2671.49,2
1,Q3,No,0,70,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,0
1,Q3,Yes,2,72,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,6588.95,0.0,0,833.04,7421.99,1
1,Q3,Yes,7,24,Yes,1.02,No,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,1315.35,0.0,120,24.48,1459.83,2
1,Q3,Yes,2,72,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0,2767.68,10771.48,1
1,Q3,Yes,4,72,Yes,44.0,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0.0,0,3168.0,9298.85,1
1,Q3,No,0,15,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05,2
1,Q3,No,0,72,Yes,44.46,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,0.0,0,3201.12,9403.07,1
1,Q3,Yes,4,63,Yes,40.73,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,0.0,0,2565.99,9163.24,1
1,Q3,Yes,7,28,Yes,28.86,No,Yes,Cable,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,1785.65,0.0,0,808.0799999999999,2593.73,2
1,Q3,No,0,34,Yes,22.41,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,3899.05,0.0,0,761.94,4660.99,0
1,Q3,Yes,1,70,Yes,29.72,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,4543.15,0.0,0,2080.4,6623.549999999999,1
1,Q3,Yes,1,52,Yes,31.96,No,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,4326.8,0.0,0,1661.92,5988.72,0
1,Q3,No,0,69,Yes,26.45,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,5502.55,0.0,80,1825.05,7407.6,1
1,Q3,No,0,11,Yes,47.12,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78.0,851.8,0.0,0,518.3199999999999,1370.12,2
1,Q3,No,0,61,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0.0,0,2199.0499999999997,8499.199999999999,1
1,Q3,No,0,56,Yes,2.5,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,5916.95,0.0,0,140.0,6056.95,1
1,Q3,No,0,30,Yes,2.87,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.0,2852.4,0.0,0,86.10000000000001,2938.5,0
1,Q3,No,0,28,Yes,28.42,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,1546.3,0.0,150,795.76,2492.06,2
1,Q3,No,0,67,Yes,38.98,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0.0,0,2611.66,9601.11,1
1,Q3,Yes,1,55,Yes,41.89,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,4713.4,0.0,0,2303.95,7017.349999999999,1
1,Q3,No,0,52,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,4738.3,0.0,0,1628.12,6366.42,1
1,Q3,Yes,1,58,Yes,43.75,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,5430.35,0.0,0,2537.5,7967.85,1
1,Q3,No,0,12,Yes,33.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,1021.75,0.0,0,400.32,1422.07,2
1,Q3,Yes,1,63,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,5029.05,0.0,0,1332.4499999999998,6361.5,1
1,Q3,Yes,8,33,Yes,8.79,No,Yes,Cable,27,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,1955.4,0.0,0,290.07,2245.4700000000003,2
1,Q3,No,0,11,Yes,24.57,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,941.87,2
1,Q3,Yes,1,34,Yes,3.54,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.95,2647.2,0.0,0,120.36,2767.56,0
1,Q3,No,0,38,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,2708.2,0.0,0,1605.1200000000001,4313.32,0
1,Q3,Yes,6,7,Yes,5.17,No,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0.0,0,36.19,552.3399999999999,2
1,Q3,No,0,7,Yes,31.84,No,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,445.95,0.0,0,222.88,668.8299999999999,2
1,Q3,Yes,3,31,Yes,36.49,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,3082.1,0.0,0,1131.19,4213.29,0
1,Q3,No,0,9,Yes,40.71,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.5,597.9,0.0,0,366.39,964.29,2
1,Q3,No,0,30,Yes,24.73,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,0
1,Q3,No,0,40,No,0.0,No,Yes,DSL,28,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.55,2236.2,11.48,40,0.0,2264.72,2
1,Q3,Yes,6,50,Yes,14.32,Yes,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,69.65,3442.15,0.0,0,716.0,4158.15,0
1,Q3,No,0,10,Yes,45.69,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.1,865.1,43.25,0,456.9,1278.75,2
1,Q3,Yes,6,45,Yes,9.91,No,Yes,Cable,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.8,3597.5,23.28,0,445.95,4020.1699999999996,0
1,Q3,No,0,10,Yes,3.55,No,Yes,DSL,29,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,428.7,44.9,0,35.5,419.3,2
1,Q3,Yes,10,65,Yes,17.43,Yes,Yes,DSL,30,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,69.55,4459.15,23.61,0,1132.95,5568.49,0
1,Q3,No,0,49,No,0.0,No,Yes,Cable,58,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,1453.1,0.0,0,0.0,1453.1,2
1,Q3,Yes,4,45,Yes,1.59,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,0.0,0,71.55,3847.4,0
1,Q3,Yes,9,61,Yes,1.27,No,Yes,DSL,24,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,73.8,4616.05,49.51,30,77.47,4674.01,0
1,Q3,No,0,52,No,0.0,No,Yes,Cable,14,No,Yes,No,No,No,No,No,Yes,One Year,No,Mailed Check,30.1,1623.4,11.72,0,0.0,1611.68,2
1,Q3,No,0,51,Yes,45.92,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.4,4149.45,29.76,30,2341.92,6491.61,1
1,Q3,No,0,65,Yes,43.29,No,Yes,DSL,76,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Mailed Check,59.6,3739.8,0.0,120,2813.85,6673.65,1
1,Q3,Yes,6,20,Yes,11.39,No,Yes,Fiber Optic,21,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81.0,1683.7,0.0,0,227.8,1911.5,2
1,Q3,No,0,14,Yes,47.72,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,86.0,1164.05,0.0,0,668.0799999999999,1832.1299999999999,2
1,Q3,No,0,46,Yes,37.75,Yes,Yes,Fiber Optic,73,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,0.0,0,1736.5,5982.05,0
1,Q3,Yes,2,71,No,0.0,No,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,58.25,4145.9,0.0,0,0.0,4145.9,0
1,Q3,No,0,65,Yes,22.23,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,0.0,0,1444.95,6250.599999999999,1
1,Q3,Yes,5,72,Yes,7.29,Yes,Yes,Fiber Optic,53,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,0.0,80,524.88,6335.58,1
1,Q3,Yes,9,70,Yes,41.05,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.0,7085.5,0.0,0,2873.5,9959.0,1
1,Q3,No,0,47,Yes,35.75,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,65.0,2879.9,0.0,0,1680.25,4560.15,0
1,Q3,No,0,63,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817.0,0.0,0,2541.42,8358.42,1
1,Q3,Yes,10,70,Yes,24.08,No,Yes,DSL,46,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.15,5600.15,0.0,0,1685.6,7285.75,1
1,Q3,Yes,9,72,Yes,9.6,Yes,Yes,Fiber Optic,25,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0.0,0,691.1999999999999,7254.599999999999,1
1,Q3,Yes,6,72,Yes,14.65,Yes,Yes,DSL,20,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,66.85,4758.8,0.0,0,1054.8,5813.6,0
1,Q3,No,0,11,No,0.0,No,Yes,DSL,52,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,35.8,363.15,0.0,0,0.0,363.15,2
1,Q3,No,0,22,Yes,30.35,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,0.0,50,667.7,2317.95,2
1,Q3,No,0,41,Yes,1.08,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3089.1,0.0,0,44.28,3133.38,0
1,Q3,Yes,2,17,Yes,45.35,No,Yes,DSL,11,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8,1175.6,0.0,0,770.95,1946.55,2
1,Q3,Yes,5,72,Yes,41.21,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0.0,0,2967.12,11032.77,1
1,Q3,Yes,6,3,No,0.0,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,40.3,92.5,0.0,0,0.0,92.5,2
1,Q3,Yes,7,59,Yes,41.15,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107.0,6152.3,0.0,0,2427.85,8580.15,1
1,Q3,Yes,4,71,Yes,16.24,No,Yes,Cable,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0.0,0,1153.04,6307.54,1
1,Q3,Yes,10,5,Yes,35.6,No,Yes,Cable,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8,220.45,0.0,0,178.0,398.45,2
1,Q3,No,0,63,No,0.0,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0,0.0,2588.95,0
1,Q3,Yes,5,72,Yes,24.24,Yes,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,0.0,0,1745.28,5728.88,0
1,Q3,No,0,72,Yes,3.66,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,0
1,Q3,Yes,1,60,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,0.0,0,0.0,3590.2,0
1,Q3,No,0,68,Yes,1.27,Yes,Yes,Cable,13,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,76.9,5023.0,0.0,0,86.36,5109.36,0
